id;idUzytkownika;dataWstawienia;wartoscOceny
38768;19;19.07.2018;1
38769;33;21.04.2016;2
38770;64;01.05.2015;5
38771;37;30.01.2016;4
38772;74;12.02.2019;2
38773;70;25.04.2017;1
38774;34;02.05.2018;2
38775;121;06.10.2017;3
38776;70;11.03.2018;5
38777;13;23.12.2016;5
38778;68;22.06.2019;4
38779;52;05.06.2017;3
38780;64;01.09.2012;2
38781;88;01.01.2014;1
38782;42;01.05.2015;1
38783;43;06.04.2018;1
38784;20;04.11.2015;2
38785;52;30.01.2016;3
38786;103;06.10.2017;5
38787;103;01.05.2019;5
38788;12;01.07.2014;4
38789;78;21.04.2016;5
38790;17;22.08.2016;4
38791;30;02.11.2015;4
38792;96;28.05.2018;1
38793;32;01.09.2013;3
38794;97;26.11.2018;2
38795;72;01.05.2013;1
38796;31;12.07.2016;2
38797;76;01.11.2015;2
38798;57;23.12.2017;1
38799;34;01.01.2014;3
38800;100;01.09.2012;5
38801;29;22.12.2018;4
38802;61;01.11.2012;2
38803;18;01.09.2014;1
38804;22;01.06.2016;3
38805;111;21.04.2016;3
38806;95;01.09.2014;5
38807;63;20.12.2015;2
38808;23;11.03.2018;5
38809;12;01.09.2013;2
38810;123;01.03.2015;5
38811;22;06.11.2015;4
38812;127;01.11.2012;1
38813;102;31.10.2018;2
38814;79;02.02.2017;5
38815;62;06.11.2015;1
38816;2;08.11.2015;5
38817;27;13.02.2018;3
38818;56;19.07.2018;4
38819;76;11.03.2018;2
38820;31;05.11.2015;5
38821;89;01.11.2012;3
38822;101;25.04.2017;2
38823;8;01.01.2013;3
38824;54;09.11.2015;2
38825;7;01.11.2012;5
38826;112;17.01.2019;3
38827;121;30.01.2016;3
38828;74;06.10.2017;1
38829;115;12.07.2016;1
38830;91;01.01.2013;1
38831;122;19.07.2018;4
38832;58;06.10.2017;3
38833;20;28.05.2018;3
38834;115;01.05.2013;2
38835;42;27.05.2019;5
38836;3;20.12.2015;2
38837;75;30.01.2016;4
38838;23;27.11.2017;3
38839;45;01.05.2014;1
38840;17;01.05.2019;2
38841;2;05.06.2017;2
38842;114;18.01.2018;5
38843;67;01.09.2014;1
38844;123;07.11.2015;3
38845;111;23.06.2018;3
38846;49;06.04.2018;4
38847;100;01.07.2014;5
38848;111;01.05.2013;5
38849;122;11.03.2018;1
38850;122;23.12.2016;4
38851;120;16.07.2017;3
38852;111;12.11.2016;2
38853;90;26.08.2017;2
38854;62;01.07.2013;5
38855;88;06.11.2015;5
38856;24;01.11.2012;2
38857;66;27.11.2017;2
38858;2;28.05.2018;5
38859;61;01.01.2015;4
38860;51;01.01.2013;1
38861;37;01.06.2016;4
38862;108;01.11.2014;5
38863;95;02.02.2017;4
38864;52;11.03.2018;2
38865;6;18.01.2018;3
38866;97;12.02.2019;4
38867;112;01.07.2015;4
38868;96;01.06.2016;2
38869;77;01.07.2014;2
38870;67;16.07.2017;2
38871;59;01.09.2014;5
38872;5;07.11.2015;1
38873;119;12.07.2016;4
38874;31;08.11.2015;5
38875;122;01.09.2012;3
38876;89;01.05.2015;1
38877;30;01.05.2013;2
38878;61;01.11.2017;3
38879;37;01.09.2014;3
38880;11;02.10.2016;3
38881;64;01.11.2017;5
38882;45;01.07.2015;3
38883;123;01.01.2013;2
38884;19;02.02.2017;2
38885;85;09.11.2015;1
38886;18;13.02.2018;4
38887;84;15.03.2017;4
38888;6;28.05.2018;1
38889;63;01.03.2015;5
38890;86;12.11.2016;2
38891;27;06.11.2015;3
38892;93;14.08.2018;1
38893;116;10.03.2019;5
38894;62;01.11.2012;4
38895;28;04.11.2015;2
38896;116;15.03.2017;4
38897;62;07.11.2015;2
38898;123;28.05.2018;5
38899;112;03.11.2015;2
38900;119;05.04.2019;5
38901;47;06.10.2017;5
38902;90;06.10.2017;4
38903;83;01.11.2015;3
38904;32;05.06.2017;1
38905;20;01.05.2019;3
38906;82;06.04.2018;1
38907;30;01.11.2013;5
38908;108;02.11.2015;4
38909;18;27.11.2017;5
38910;94;23.12.2016;3
38911;114;10.03.2019;3
38912;111;06.10.2017;2
38913;6;23.06.2018;1
38914;87;01.05.2015;3
38915;73;27.11.2017;1
38916;99;01.11.2013;3
38917;70;06.11.2015;4
38918;102;11.03.2016;5
38919;115;23.06.2018;4
38920;21;27.11.2017;2
38921;93;01.11.2015;3
38922;6;01.07.2015;2
38923;11;02.05.2018;3
38924;95;02.05.2018;5
38925;105;12.07.2016;1
38926;2;01.09.2014;3
38927;96;01.01.2015;3
38928;50;01.03.2015;2
38929;17;06.11.2015;5
38930;122;07.11.2015;1
38931;116;15.03.2017;4
38932;48;05.06.2017;4
38933;104;01.03.2013;1
38934;32;22.06.2019;1
38935;34;27.11.2017;2
38936;85;04.11.2015;5
38937;24;02.10.2016;1
38938;61;14.08.2018;4
38939;19;05.10.2018;5
38940;72;01.03.2013;1
38941;40;01.07.2012;2
38942;109;01.11.2013;4
38943;65;06.11.2015;1
38944;7;01.07.2012;1
38945;86;06.10.2017;2
38946;105;08.11.2015;5
38947;98;01.07.2015;4
38948;42;01.06.2016;3
38949;61;11.03.2018;4
38950;24;04.11.2015;5
38951;22;01.05.2014;1
38952;36;19.07.2018;4
38953;23;22.12.2018;3
38954;67;05.04.2019;3
38955;125;06.11.2015;4
38956;23;18.01.2018;1
38957;52;14.08.2018;1
38958;77;01.07.2012;5
38959;105;01.11.2017;3
38960;49;05.11.2015;4
38961;57;14.08.2018;2
38962;104;12.02.2019;3
38963;17;09.11.2015;4
38964;48;01.03.2013;4
38965;113;27.05.2019;4
38966;59;01.03.2013;4
38967;27;01.03.2013;5
38968;86;28.05.2018;3
38969;86;27.05.2019;5
38970;51;17.01.2019;3
38971;40;01.05.2015;2
38972;108;06.10.2017;2
38973;100;06.04.2018;3
38974;91;01.09.2012;1
38975;109;31.10.2018;4
38976;99;01.11.2012;2
38977;82;02.05.2018;1
38978;34;31.10.2018;2
38979;99;02.10.2016;1
38980;123;01.05.2019;3
38981;106;23.06.2018;2
38982;110;01.11.2013;3
38983;106;01.05.2014;5
38984;10;18.01.2018;1
38985;73;23.12.2016;3
38986;65;20.12.2015;1
38987;55;01.01.2013;5
38988;87;01.07.2013;4
38989;119;01.09.2012;4
38990;15;02.02.2017;2
38991;31;01.05.2019;4
38992;60;11.03.2018;3
38993;32;18.01.2018;4
38994;114;01.03.2014;1
38995;65;07.11.2015;2
38996;25;01.07.2014;4
38997;28;17.01.2019;3
38998;98;28.05.2018;4
38999;8;01.01.2015;3
39000;55;27.11.2017;1
39001;94;08.11.2015;2
39002;40;22.12.2018;5
39003;101;01.07.2012;3
39004;66;22.08.2016;3
39005;10;10.03.2019;4
39006;79;22.06.2019;5
39007;111;01.11.2015;3
39008;123;05.04.2019;3
39009;77;05.10.2018;2
39010;16;02.02.2017;5
39011;36;21.04.2016;3
39012;86;22.06.2019;5
39013;12;20.12.2015;5
39014;32;01.01.2014;3
39015;78;01.11.2014;5
39016;30;01.11.2015;1
39017;86;30.01.2016;4
39018;105;18.01.2018;4
39019;99;05.11.2015;2
39020;124;07.11.2015;2
39021;95;02.10.2016;3
39022;18;01.06.2016;1
39023;26;01.05.2015;5
39024;117;02.11.2015;1
39025;111;01.07.2012;1
39026;36;05.06.2017;2
39027;18;01.11.2017;4
39028;63;02.05.2018;3
39029;29;01.07.2014;2
39030;127;01.01.2014;1
39031;121;01.01.2015;2
39032;98;02.11.2015;3
39033;46;05.11.2015;1
39034;86;01.07.2012;1
39035;7;05.10.2018;2
39036;98;01.07.2012;1
39037;118;01.01.2013;1
39038;127;22.12.2018;2
39039;122;19.07.2018;2
39040;11;10.03.2019;5
39041;11;21.04.2016;4
39042;74;21.04.2016;2
39043;122;01.01.2015;4
39044;2;01.05.2015;2
39045;84;01.07.2014;3
39046;110;23.12.2017;5
39047;28;27.05.2019;3
39048;119;03.11.2015;3
39049;20;06.10.2017;5
39050;2;01.06.2016;1
39051;95;09.11.2015;1
39052;22;28.05.2018;4
39053;88;19.07.2018;2
39054;60;09.09.2018;5
39055;20;17.01.2019;4
39056;59;06.11.2015;1
39057;13;10.03.2019;2
39058;45;25.04.2017;2
39059;55;15.03.2017;5
39060;62;23.12.2017;3
39061;91;01.05.2019;5
39062;107;30.01.2016;1
39063;102;31.10.2018;1
39064;1;12.07.2016;4
39065;1;09.09.2018;1
39066;71;01.01.2013;4
39067;92;01.09.2013;1
39068;40;14.08.2018;5
39069;22;07.11.2015;2
39070;119;01.03.2014;5
39071;81;05.11.2015;3
39072;86;06.11.2015;2
39073;79;14.08.2018;3
39074;93;01.11.2017;5
39075;29;27.11.2017;3
39076;66;22.08.2016;3
39077;66;08.11.2015;3
39078;35;02.02.2017;4
39079;103;22.08.2016;2
39080;105;12.11.2016;5
39081;27;19.07.2018;2
39082;111;14.08.2018;4
39083;24;10.03.2019;2
39084;126;28.05.2018;3
39085;37;10.03.2019;2
39086;31;01.03.2013;5
39087;35;13.02.2018;5
39088;121;03.11.2015;5
39089;105;25.04.2017;1
39090;12;12.02.2019;2
39091;27;11.03.2016;1
39092;114;01.03.2013;5
39093;31;01.11.2015;1
39094;24;11.03.2018;1
39095;77;11.03.2018;4
39096;55;10.03.2019;1
39097;39;06.04.2018;3
39098;90;01.07.2012;1
39099;101;01.07.2013;5
39100;6;01.03.2013;4
39101;90;01.09.2013;4
39102;114;09.11.2015;5
39103;34;28.05.2018;3
39104;109;01.09.2012;2
39105;13;06.04.2018;4
39106;68;22.08.2016;4
39107;116;27.11.2017;5
39108;26;06.04.2018;3
39109;118;01.09.2012;5
39110;114;05.04.2019;4
39111;59;01.09.2012;2
39112;1;19.07.2018;4
39113;32;01.07.2013;5
39114;21;27.11.2017;1
39115;121;27.11.2017;5
39116;14;13.02.2018;1
39117;104;01.05.2013;3
39118;49;15.03.2017;4
39119;122;22.12.2018;5
39120;18;19.07.2018;1
39121;75;27.05.2019;1
39122;83;14.08.2018;1
39123;55;30.01.2016;3
39124;75;22.06.2019;1
39125;115;01.07.2012;1
39126;45;09.09.2018;3
39127;88;01.01.2013;2
39128;37;01.06.2016;3
39129;76;26.11.2018;1
39130;69;28.05.2018;1
39131;52;02.02.2017;5
39132;61;01.07.2015;4
39133;76;01.03.2015;5
39134;24;02.10.2016;4
39135;51;05.10.2018;1
39136;58;01.05.2015;1
39137;125;01.09.2012;1
39138;75;22.12.2018;1
39139;14;01.01.2013;5
39140;90;11.03.2018;1
39141;74;20.12.2015;4
39142;89;09.11.2015;1
39143;110;01.03.2014;2
39144;10;25.04.2017;3
39145;106;12.07.2016;2
39146;119;01.07.2013;5
39147;99;11.03.2018;2
39148;35;27.11.2017;2
39149;54;01.11.2012;5
39150;11;01.05.2014;1
39151;80;11.03.2016;5
39152;53;02.10.2016;2
39153;51;07.11.2015;2
39154;124;31.10.2018;2
39155;42;07.11.2015;1
39156;94;22.12.2018;3
39157;39;01.07.2013;2
39158;129;09.11.2015;4
39159;47;05.06.2017;5
39160;106;15.03.2017;1
39161;58;01.05.2013;3
39162;109;01.05.2015;5
39163;74;01.05.2019;2
39164;97;01.07.2014;5
39165;39;01.09.2013;5
39166;110;26.08.2017;5
39167;98;05.11.2015;3
39168;115;01.01.2015;4
39169;75;01.03.2013;2
39170;5;01.05.2013;2
39171;101;10.03.2019;5
39172;33;01.11.2017;5
39173;16;01.03.2015;3
39174;72;18.01.2018;1
39175;31;06.04.2018;3
39176;14;03.11.2015;3
39177;62;01.05.2013;4
39178;91;06.10.2017;5
39179;30;27.05.2019;3
39180;38;25.04.2017;2
39181;29;02.10.2016;2
39182;90;01.01.2015;1
39183;20;01.11.2013;4
39184;72;01.11.2013;2
39185;21;01.03.2014;3
39186;48;22.06.2019;1
39187;79;05.06.2017;2
39188;91;01.03.2013;3
39189;117;02.02.2017;1
39190;78;09.11.2015;3
39191;59;05.04.2019;4
39192;98;01.07.2014;3
39193;121;01.07.2013;3
39194;79;21.04.2016;4
39195;95;01.01.2014;1
39196;19;01.11.2013;2
39197;1;06.04.2018;4
39198;52;22.08.2016;4
39199;39;01.11.2014;2
39200;3;11.03.2016;4
39201;90;05.10.2018;4
39202;21;01.03.2014;5
39203;86;08.11.2015;1
39204;66;03.11.2015;2
39205;45;01.05.2019;1
39206;106;06.04.2018;5
39207;0;03.11.2015;2
39208;90;27.11.2017;5
39209;80;09.09.2018;2
39210;3;30.01.2016;4
39211;46;01.01.2013;3
39212;83;23.12.2017;1
39213;57;09.09.2018;4
39214;42;01.03.2013;2
39215;40;01.03.2014;2
39216;5;06.10.2017;4
39217;112;26.08.2017;4
39218;99;01.09.2014;3
39219;115;30.01.2016;2
39220;98;07.11.2015;4
39221;123;01.09.2015;4
39222;104;01.05.2019;1
39223;14;01.05.2014;4
39224;107;03.11.2015;3
39225;25;26.11.2018;3
39226;96;01.03.2015;3
39227;100;23.06.2018;4
39228;74;01.05.2019;4
39229;80;12.07.2016;4
39230;47;07.11.2015;2
39231;94;01.07.2015;5
39232;20;22.06.2019;4
39233;77;01.01.2013;3
39234;2;01.01.2014;2
39235;97;22.12.2018;3
39236;43;05.04.2019;1
39237;20;25.04.2017;3
39238;0;01.07.2013;2
39239;106;01.07.2012;5
39240;16;08.11.2015;5
39241;77;01.06.2016;4
39242;67;02.05.2018;5
39243;123;01.11.2014;2
39244;121;11.03.2018;3
39245;49;13.02.2018;1
39246;70;11.03.2018;5
39247;121;01.05.2015;3
39248;63;01.09.2013;1
39249;59;25.04.2017;4
39250;34;01.09.2013;5
39251;56;07.11.2015;2
39252;31;09.11.2015;2
39253;111;01.03.2014;1
39254;39;01.01.2015;5
39255;85;12.07.2016;5
39256;114;20.12.2015;5
39257;23;02.10.2016;1
39258;22;01.07.2012;2
39259;53;01.07.2013;3
39260;98;08.11.2015;3
39261;83;22.08.2016;3
39262;66;27.05.2019;4
39263;58;01.03.2013;3
39264;75;01.07.2014;5
39265;105;27.05.2019;3
39266;32;06.11.2015;2
39267;107;09.09.2018;2
39268;129;13.02.2018;3
39269;95;11.03.2016;5
39270;7;01.05.2014;4
39271;65;05.04.2019;4
39272;77;06.04.2018;3
39273;75;04.11.2015;5
39274;63;19.07.2018;4
39275;118;01.09.2013;1
39276;89;11.03.2016;5
39277;61;01.07.2014;3
39278;104;07.11.2015;3
39279;18;02.05.2018;4
39280;114;27.11.2017;4
39281;103;01.03.2014;5
39282;28;01.11.2014;1
39283;50;01.03.2014;2
39284;69;01.06.2016;4
39285;8;05.11.2015;5
39286;64;01.11.2014;1
39287;21;12.02.2019;2
39288;53;23.12.2016;3
39289;79;01.11.2013;4
39290;106;12.11.2016;2
39291;54;11.03.2018;1
39292;63;01.11.2017;4
39293;96;12.07.2016;1
39294;102;02.05.2018;2
39295;14;01.01.2013;1
39296;41;01.03.2014;2
39297;22;14.08.2018;5
39298;114;27.05.2019;1
39299;109;30.01.2016;4
39300;80;01.09.2015;2
39301;104;03.11.2015;1
39302;22;05.10.2018;3
39303;101;28.05.2018;2
39304;5;01.11.2014;3
39305;74;30.01.2016;2
39306;37;01.01.2013;2
39307;27;08.11.2015;4
39308;72;23.06.2018;3
39309;113;01.09.2014;4
39310;57;01.11.2014;1
39311;10;16.07.2017;2
39312;30;02.11.2015;2
39313;63;05.06.2017;3
39314;21;06.11.2015;5
39315;92;05.11.2015;1
39316;64;26.11.2018;3
39317;14;08.11.2015;2
39318;33;15.03.2017;1
39319;58;22.12.2018;2
39320;58;22.12.2018;3
39321;43;01.09.2014;1
39322;54;01.09.2014;1
39323;30;31.10.2018;1
39324;17;01.09.2013;5
39325;93;02.10.2016;3
39326;16;05.06.2017;3
39327;113;11.03.2016;2
39328;32;31.10.2018;1
39329;40;01.11.2017;5
39330;121;01.09.2012;2
39331;40;04.11.2015;5
39332;128;01.09.2013;3
39333;44;23.12.2017;2
39334;86;01.06.2016;2
39335;101;09.09.2018;3
39336;117;01.09.2014;3
39337;91;04.11.2015;3
39338;16;02.11.2015;3
39339;32;02.05.2018;4
39340;50;21.04.2016;3
39341;124;12.02.2019;5
39342;108;05.06.2017;5
39343;7;01.07.2015;5
39344;77;01.09.2015;2
39345;57;26.11.2018;1
39346;86;01.07.2013;3
39347;5;01.11.2014;3
39348;23;05.10.2018;1
39349;99;09.11.2015;5
39350;115;01.11.2013;1
39351;100;26.11.2018;2
39352;112;11.03.2018;4
39353;105;02.05.2018;1
39354;20;07.11.2015;2
39355;85;05.11.2015;1
39356;22;04.11.2015;3
39357;77;11.03.2016;3
39358;79;22.06.2019;2
39359;81;02.05.2018;4
39360;27;09.11.2015;4
39361;117;07.11.2015;1
39362;30;18.01.2018;5
39363;32;01.05.2015;2
39364;109;11.03.2018;5
39365;12;01.07.2013;5
39366;8;22.12.2018;3
39367;125;01.11.2013;3
39368;64;27.11.2017;2
39369;96;16.07.2017;5
39370;126;04.11.2015;5
39371;10;01.05.2013;5
39372;44;22.08.2016;3
39373;78;06.10.2017;1
39374;3;01.11.2017;3
39375;16;01.01.2013;4
39376;80;07.11.2015;3
39377;71;01.01.2013;1
39378;124;06.04.2018;5
39379;36;06.11.2015;1
39380;26;01.01.2014;5
39381;0;18.01.2018;3
39382;72;01.05.2014;4
39383;63;04.11.2015;2
39384;127;09.11.2015;4
39385;87;01.05.2019;1
39386;7;01.03.2015;5
39387;30;12.07.2016;3
39388;63;22.08.2016;5
39389;78;06.11.2015;3
39390;58;01.11.2015;4
39391;11;01.05.2015;1
39392;16;27.11.2017;5
39393;59;01.03.2013;3
39394;9;27.11.2017;2
39395;42;05.04.2019;1
39396;5;26.11.2018;1
39397;91;01.11.2015;4
39398;36;06.10.2017;3
39399;14;30.01.2016;4
39400;39;18.01.2018;3
39401;79;23.12.2016;4
39402;109;07.11.2015;3
39403;4;03.11.2015;4
39404;4;02.02.2017;1
39405;116;01.09.2012;4
39406;36;01.05.2019;3
39407;115;28.05.2018;4
39408;4;23.12.2017;3
39409;124;18.01.2018;5
39410;9;22.12.2018;4
39411;17;22.12.2018;2
39412;61;11.03.2016;4
39413;15;22.12.2018;4
39414;91;02.02.2017;1
39415;93;05.11.2015;5
39416;55;01.07.2013;4
39417;0;23.12.2017;5
39418;31;01.11.2015;4
39419;11;01.09.2015;4
39420;45;01.05.2014;3
39421;15;01.01.2013;5
39422;4;01.05.2019;5
39423;115;21.04.2016;2
39424;95;22.06.2019;5
39425;118;01.01.2013;3
39426;20;22.08.2016;4
39427;129;01.03.2014;3
39428;13;09.11.2015;3
39429;55;12.11.2016;2
39430;2;23.12.2017;4
39431;76;09.11.2015;1
39432;31;13.02.2018;3
39433;26;22.06.2019;4
39434;30;20.12.2015;5
39435;1;01.09.2013;5
39436;119;01.05.2013;2
39437;59;14.08.2018;2
39438;98;08.11.2015;2
39439;104;08.11.2015;2
39440;115;14.08.2018;5
39441;75;18.01.2018;3
39442;19;01.01.2014;3
39443;9;05.06.2017;4
39444;119;28.05.2018;2
39445;35;06.11.2015;1
39446;53;27.05.2019;5
39447;86;28.05.2018;4
39448;51;23.12.2017;4
39449;0;04.11.2015;5
39450;97;05.11.2015;3
39451;19;01.05.2014;5
39452;27;23.12.2016;5
39453;9;01.03.2014;5
39454;50;01.09.2013;3
39455;9;09.09.2018;4
39456;111;09.09.2018;2
39457;48;01.05.2014;2
39458;25;31.10.2018;5
39459;115;03.11.2015;3
39460;35;09.09.2018;4
39461;83;01.07.2015;4
39462;88;01.09.2014;2
39463;12;01.11.2014;1
39464;123;30.01.2016;2
39465;29;27.11.2017;5
39466;6;10.03.2019;5
39467;66;01.01.2015;1
39468;125;01.01.2014;4
39469;71;23.06.2018;3
39470;109;01.05.2013;1
39471;124;11.03.2018;5
39472;117;25.04.2017;1
39473;114;31.10.2018;1
39474;78;01.07.2014;3
39475;4;11.03.2018;4
39476;25;27.11.2017;3
39477;79;13.02.2018;1
39478;91;01.09.2015;1
39479;100;05.10.2018;4
39480;61;01.03.2015;4
39481;16;20.12.2015;5
39482;9;01.09.2013;1
39483;124;12.02.2019;2
39484;17;31.10.2018;1
39485;98;01.11.2013;4
39486;59;06.11.2015;1
39487;38;09.09.2018;2
39488;43;12.07.2016;4
39489;27;01.09.2013;1
39490;56;16.07.2017;5
39491;23;08.11.2015;2
39492;10;27.05.2019;2
39493;80;21.04.2016;5
39494;21;05.10.2018;5
39495;39;01.06.2016;5
39496;3;01.11.2012;2
39497;95;12.11.2016;3
39498;121;01.01.2015;2
39499;54;07.11.2015;2
39500;16;02.11.2015;1
39501;15;09.11.2015;5
39502;54;26.08.2017;2
39503;79;01.07.2015;3
39504;74;09.09.2018;4
39505;93;25.04.2017;4
39506;10;01.03.2013;1
39507;4;03.11.2015;1
39508;67;01.09.2015;5
39509;53;01.05.2015;5
39510;26;22.08.2016;4
39511;77;12.07.2016;1
39512;57;01.11.2017;3
39513;117;11.03.2016;4
39514;93;27.11.2017;3
39515;111;22.12.2018;1
39516;55;23.06.2018;4
39517;96;12.07.2016;1
39518;56;03.11.2015;1
39519;57;26.08.2017;5
39520;42;12.02.2019;3
39521;109;25.04.2017;5
39522;119;05.06.2017;3
39523;119;01.11.2017;5
39524;22;01.11.2013;5
39525;125;17.01.2019;2
39526;8;23.06.2018;1
39527;43;01.05.2019;4
39528;36;20.12.2015;3
39529;31;01.11.2012;3
39530;11;02.05.2018;3
39531;119;01.05.2015;4
39532;110;13.02.2018;5
39533;14;27.11.2017;1
39534;57;02.05.2018;4
39535;18;06.10.2017;3
39536;95;26.08.2017;3
39537;80;02.10.2016;5
39538;32;01.03.2015;2
39539;108;01.11.2013;5
39540;66;18.01.2018;1
39541;22;01.09.2014;4
39542;45;01.11.2012;3
39543;23;15.03.2017;5
39544;18;10.03.2019;3
39545;105;11.03.2018;3
39546;125;01.01.2015;3
39547;33;23.12.2016;3
39548;35;06.04.2018;5
39549;41;20.12.2015;5
39550;48;03.11.2015;4
39551;41;01.05.2014;3
39552;62;06.10.2017;5
39553;8;01.11.2012;2
39554;92;28.05.2018;3
39555;69;20.12.2015;5
39556;11;01.09.2013;4
39557;91;23.12.2017;5
39558;15;27.05.2019;3
39559;7;06.10.2017;1
39560;87;01.01.2015;4
39561;29;07.11.2015;5
39562;100;01.09.2012;1
39563;86;28.05.2018;3
39564;62;14.08.2018;1
39565;89;27.11.2017;2
39566;45;23.12.2016;5
39567;78;05.11.2015;3
39568;28;09.11.2015;4
39569;121;20.12.2015;1
39570;16;15.03.2017;2
39571;94;01.05.2019;2
39572;118;08.11.2015;5
39573;6;27.05.2019;1
39574;36;23.12.2016;5
39575;89;09.11.2015;3
39576;17;01.03.2015;1
39577;12;01.06.2016;4
39578;110;12.11.2016;4
39579;118;26.08.2017;2
39580;4;23.12.2017;4
39581;92;26.08.2017;1
39582;68;30.01.2016;5
39583;48;22.12.2018;1
39584;108;22.08.2016;2
39585;75;01.07.2015;2
39586;118;02.05.2018;1
39587;49;01.09.2014;1
39588;55;26.08.2017;1
39589;46;17.01.2019;5
39590;115;31.10.2018;3
39591;67;26.08.2017;1
39592;72;01.05.2019;3
39593;41;23.06.2018;2
39594;79;11.03.2016;3
39595;86;02.11.2015;4
39596;42;11.03.2016;1
39597;84;01.07.2015;3
39598;58;11.03.2016;4
39599;94;22.12.2018;4
39600;86;08.11.2015;2
39601;45;05.11.2015;1
39602;67;01.11.2015;3
39603;14;11.03.2018;3
39604;37;01.09.2015;1
39605;114;11.03.2018;4
39606;76;01.01.2014;4
39607;77;13.02.2018;3
39608;82;02.11.2015;5
39609;112;28.05.2018;5
39610;118;05.04.2019;2
39611;124;22.08.2016;5
39612;111;14.08.2018;3
39613;99;12.02.2019;5
39614;13;01.01.2014;3
39615;46;25.04.2017;4
39616;59;01.01.2015;5
39617;11;22.06.2019;3
39618;63;01.07.2012;2
39619;102;01.05.2013;5
39620;14;14.08.2018;2
39621;57;26.11.2018;2
39622;81;12.11.2016;1
39623;113;01.09.2013;1
39624;121;01.05.2015;3
39625;83;01.05.2015;5
39626;113;09.11.2015;5
39627;24;04.11.2015;4
39628;23;09.09.2018;5
39629;108;02.05.2018;5
39630;10;11.03.2018;2
39631;25;10.03.2019;3
39632;37;05.11.2015;4
39633;65;19.07.2018;1
39634;107;12.02.2019;1
39635;116;01.09.2012;4
39636;36;01.06.2016;4
39637;127;06.11.2015;1
39638;122;25.04.2017;5
39639;95;05.10.2018;3
39640;101;01.05.2015;2
39641;53;01.09.2014;1
39642;78;16.07.2017;4
39643;47;25.04.2017;2
39644;0;22.12.2018;2
39645;105;01.03.2015;1
39646;72;13.02.2018;5
39647;72;08.11.2015;3
39648;70;01.06.2016;4
39649;52;05.11.2015;1
39650;121;01.05.2014;3
39651;25;11.03.2016;4
39652;34;10.03.2019;2
39653;22;16.07.2017;2
39654;106;02.10.2016;3
39655;128;31.10.2018;3
39656;51;02.05.2018;3
39657;85;01.05.2014;5
39658;89;06.10.2017;1
39659;45;09.09.2018;3
39660;116;01.11.2017;3
39661;98;26.11.2018;2
39662;32;01.05.2013;5
39663;119;22.08.2016;1
39664;10;18.01.2018;5
39665;124;01.09.2012;5
39666;89;26.11.2018;4
39667;106;06.04.2018;5
39668;27;01.11.2015;1
39669;104;31.10.2018;1
39670;26;27.11.2017;3
39671;29;05.10.2018;1
39672;8;01.09.2014;1
39673;12;15.03.2017;4
39674;123;01.09.2015;1
39675;37;01.07.2015;5
39676;86;01.05.2014;4
39677;95;12.02.2019;1
39678;99;01.11.2013;4
39679;34;19.07.2018;1
39680;128;04.11.2015;2
39681;0;01.07.2015;2
39682;21;22.06.2019;2
39683;57;01.11.2015;5
39684;115;28.05.2018;4
39685;20;01.09.2013;1
39686;42;06.11.2015;4
39687;87;01.01.2015;5
39688;29;06.10.2017;2
39689;8;26.11.2018;5
39690;115;01.09.2015;3
39691;35;05.04.2019;4
39692;60;02.05.2018;5
39693;109;01.11.2013;1
39694;106;23.12.2017;2
39695;67;27.05.2019;3
39696;26;01.09.2015;4
39697;94;01.11.2012;3
39698;44;26.08.2017;2
39699;73;16.07.2017;5
39700;87;21.04.2016;5
39701;65;13.02.2018;2
39702;0;01.03.2014;2
39703;41;01.05.2015;1
39704;6;02.02.2017;5
39705;39;26.08.2017;5
39706;93;04.11.2015;2
39707;81;05.10.2018;2
39708;32;12.02.2019;1
39709;48;22.08.2016;4
39710;38;06.11.2015;4
39711;118;31.10.2018;4
39712;49;15.03.2017;4
39713;46;26.11.2018;2
39714;44;22.08.2016;4
39715;85;23.12.2016;3
39716;29;15.03.2017;1
39717;106;12.07.2016;4
39718;114;14.08.2018;5
39719;37;01.11.2013;5
39720;89;15.03.2017;4
39721;85;21.04.2016;2
39722;32;20.12.2015;4
39723;14;07.11.2015;5
39724;20;01.09.2012;2
39725;54;25.04.2017;4
39726;37;23.06.2018;4
39727;128;12.02.2019;5
39728;103;06.10.2017;5
39729;45;01.01.2015;4
39730;66;06.04.2018;4
39731;24;01.05.2019;1
39732;9;03.11.2015;4
39733;39;15.03.2017;4
39734;127;26.08.2017;2
39735;57;23.12.2017;3
39736;73;09.11.2015;4
39737;5;01.01.2013;4
39738;91;01.05.2014;1
39739;47;01.01.2014;3
39740;15;26.08.2017;2
39741;77;07.11.2015;3
39742;13;01.03.2014;2
39743;3;01.09.2014;4
39744;97;02.02.2017;5
39745;58;01.11.2015;4
39746;4;06.04.2018;4
39747;82;05.10.2018;1
39748;123;31.10.2018;4
39749;19;11.03.2016;1
39750;113;01.07.2015;3
39751;69;01.09.2013;2
39752;115;12.02.2019;3
39753;80;22.06.2019;4
39754;98;22.06.2019;3
39755;56;15.03.2017;4
39756;29;16.07.2017;5
39757;12;11.03.2018;1
39758;70;01.07.2012;2
39759;45;23.06.2018;3
39760;4;22.06.2019;2
39761;77;02.05.2018;5
39762;60;18.01.2018;2
39763;86;01.01.2014;3
39764;53;01.03.2013;5
39765;81;11.03.2018;5
